Field ID,Crop
54203,Planted pastures (perennial)
112451,Wine grapes
30814,Wine grapes
34419,Wine grapes
26481,Wine grapes
17349,Wine grapes
5249,Weeds
76867,Weeds
77634,Planted pastures (perennial)
7565,Planted pastures (perennial)
40838,Wine grapes
81299,Wine grapes
109152,Wine grapes
103021,Wine grapes
73515,Wine grapes
89731,Wine grapes
104414,Wine grapes
63016,Wine grapes
23694,Wine grapes
64497,Wine grapes
92982,Wine grapes
29230,Wine grapes
61489,Wine grapes
69129,Wine grapes
88574,Wine grapes
8411,Wine grapes
48861,Wine grapes
50339,Wine grapes
66478,Wine grapes
13395,Wine grapes
71064,Wine grapes
79732,Wine grapes
108931,Wine grapes
83867,Wine grapes
27908,Wine grapes
3444,Wine grapes
25004,Wine grapes
85518,Wine grapes
2235,Planted pastures (perennial)
75442,Wine grapes
78568,Wine grapes
20541,Wine grapes
41509,Wine grapes
68062,Wine grapes
13188,Wine grapes
72605,Wine grapes
90221,Wine grapes
56203,Wine grapes
67174,Wine grapes
116162,Small grain grazing
3894,Weeds
68229,Weeds
14401,Weeds
88199,Weeds
97363,Weeds
20005,Weeds
4213,Weeds
12484,Weeds
92442,Weeds
7004,Weeds
71900,Weeds
7153,Weeds
42177,Weeds
51966,Weeds
78145,Weeds
73046,Weeds
20024,Wine grapes
120245,Wine grapes
23568,Wine grapes
91040,Planted pastures (perennial)
114653,Weeds
115000,Weeds
78056,Planted pastures (perennial)
117360,Wheat
101193,Small grain grazing
15037,Small grain grazing
9170,Small grain grazing
96407,Small grain grazing
97381,Lucerne/Medics
96812,Small grain grazing
80512,Small grain grazing
65177,Wheat
75394,Planted pastures (perennial)
5819,Planted pastures (perennial)
91967,Lucerne/Medics
10897,Wheat
104886,Wheat
29872,Wheat
62289,Wheat
56606,Small grain grazing
85000,Lucerne/Medics
33783,Lucerne/Medics
9938,Small grain grazing
44863,Small grain grazing
49861,Wheat
110923,Wheat
111273,Wheat
39756,Small grain grazing
105088,Lucerne/Medics
38411,Wheat
108041,Wheat
64458,Lucerne/Medics
121113,Wheat
109180,Lucerne/Medics
1189,Wheat
118161,Small grain grazing
76356,Lucerne/Medics
36081,Lucerne/Medics
26499,Small grain grazing
111046,Rooibos
70209,Weeds
59335,Rooibos
25473,Rooibos
64733,Rooibos
85393,Rooibos
107026,Rooibos
87436,Weeds
7219,Weeds
35134,Fallow
31891,Rooibos
101720,Rooibos
84389,Weeds
86041,Rooibos
77024,Planted pastures (perennial)
64077,Planted pastures (perennial)
62992,Lucerne/Medics
16994,Lucerne/Medics
111366,Weeds
74386,Small grain grazing
40389,Planted pastures (perennial)
30726,Small grain grazing
75690,Lucerne/Medics
26184,Lucerne/Medics
114330,Small grain grazing
74348,Lucerne/Medics
14669,Planted pastures (perennial)
43865,Lucerne/Medics
119146,Fallow
8691,Lucerne/Medics
28275,Small grain grazing
97908,Small grain grazing
49064,Fallow
12834,Small grain grazing
119096,Lucerne/Medics
71552,Lucerne/Medics
50198,Small grain grazing
8856,Lucerne/Medics
39853,Lucerne/Medics
95837,Lucerne/Medics
64925,Small grain grazing
72262,Small grain grazing
35078,Small grain grazing
114208,Fallow
118147,Small grain grazing
102338,Weeds
110740,Weeds
31637,Fallow
28991,Weeds
121547,Planted pastures (perennial)
81375,Planted pastures (perennial)
73749,Planted pastures (perennial)
118878,Planted pastures (perennial)
24173,Planted pastures (perennial)
67761,Planted pastures (perennial)
107905,Wine grapes
34768,Planted pastures (perennial)
17918,Wine grapes
109843,Wine grapes
15454,Wine grapes
116121,Wine grapes
111680,Wine grapes
79137,Wine grapes
70400,Wine grapes
26565,Wine grapes
29603,Wine grapes
29693,Wine grapes
119691,Wine grapes
110723,Wine grapes
64049,Wine grapes
106200,Wine grapes
74129,Weeds
111292,Wine grapes
68618,Wine grapes
64573,Wine grapes
40352,Wine grapes
38606,Wine grapes
86691,Wine grapes
103292,Wine grapes
55411,Wine grapes
74956,Planted pastures (perennial)
48118,Planted pastures (perennial)
38787,Wine grapes
66644,Wine grapes
50255,Wine grapes
71468,Wine grapes
68451,Wine grapes
87102,Wine grapes
111049,Wine grapes
94900,Wine grapes
47987,Wine grapes
28737,Wine grapes
3044,Wine grapes
107547,Wine grapes
69699,Wine grapes
46340,Wine grapes
69784,Planted pastures (perennial)
88923,Planted pastures (perennial)
90955,Wine grapes
16718,Planted pastures (perennial)
4937,Wine grapes
83974,Wine grapes
51788,Wine grapes
35449,Wine grapes
117221,Wine grapes
58400,Wine grapes
23129,Wine grapes
117799,Wine grapes
88485,Wine grapes
88296,Wine grapes
72999,Wine grapes
33021,Wine grapes
8160,Wine grapes
85983,Wine grapes
38079,Wine grapes
43058,Wine grapes
54078,Wine grapes
60426,Planted pastures (perennial)
105379,Wine grapes
70086,Wine grapes
45546,Wine grapes
117132,Wine grapes
35641,Wine grapes
25951,Wine grapes
81592,Planted pastures (perennial)
22653,Planted pastures (perennial)
62747,Planted pastures (perennial)
71293,Planted pastures (perennial)
15659,Wine grapes
49636,Wine grapes
65040,Wine grapes
95144,Wine grapes
103795,Wine grapes
90853,Wine grapes
62739,Wine grapes
19355,Wine grapes
50381,Wine grapes
16961,Wine grapes
17025,Wine grapes
80642,Wine grapes
77463,Wine grapes
8050,Wine grapes
62782,Planted pastures (perennial)
74413,Wine grapes
60000,Planted pastures (perennial)
44794,Wine grapes
13446,Wine grapes
48034,Wine grapes
32750,Wine grapes
68748,Wine grapes
29296,Wine grapes
95412,Wine grapes
103747,Wine grapes
95788,Planted pastures (perennial)
55183,Wine grapes
41163,Wine grapes
113261,Wine grapes
59202,Wine grapes
78683,Planted pastures (perennial)
101818,Planted pastures (perennial)
32396,Wine grapes
61706,Wine grapes
72989,Wine grapes
12750,Wine grapes
15429,Wine grapes
29941,Wine grapes
81109,Wine grapes
52652,Wine grapes
28749,Wine grapes
113401,Wine grapes
101222,Wine grapes
50154,Wine grapes
96143,Planted pastures (perennial)
70034,Wine grapes
81267,Wine grapes
70012,Wine grapes
8565,Wine grapes
59811,Wine grapes
846,Wine grapes
20988,Wine grapes
10226,Wine grapes
49095,Wine grapes
108851,Wine grapes
72595,Wine grapes
93820,Wine grapes
18513,Lucerne/Medics
69294,Wine grapes
112895,Wine grapes
108128,Wine grapes
83786,Wine grapes
19081,Wine grapes
80762,Wine grapes
4500,Wine grapes
51567,Wine grapes
3557,Wine grapes
68086,Planted pastures (perennial)
66861,Planted pastures (perennial)
120973,Planted pastures (perennial)
12020,Planted pastures (perennial)
27350,Planted pastures (perennial)
117442,Planted pastures (perennial)
25904,Planted pastures (perennial)
66545,Planted pastures (perennial)
97029,Planted pastures (perennial)
13515,Wine grapes
42387,Wine grapes
14486,Wine grapes
43172,Wine grapes
89606,Wine grapes
52557,Wine grapes
60001,Wine grapes
68196,Wine grapes
86187,Wine grapes
99258,Wine grapes
37086,Wine grapes
38835,Wine grapes
119192,Wine grapes
52121,Wine grapes
48636,Wine grapes
15282,Wine grapes
94896,Planted pastures (perennial)
52959,Wine grapes
10449,Weeds
13301,Planted pastures (perennial)
63991,Small grain grazing
15726,Small grain grazing
53572,Small grain grazing
77642,Fallow
114793,Fallow
26244,Fallow
98215,Fallow
96579,Small grain grazing
65135,Fallow
58767,Planted pastures (perennial)
67469,Lucerne/Medics
52210,Planted pastures (perennial)
59366,Wheat
27317,Lucerne/Medics
79296,Planted pastures (perennial)
110706,Lucerne/Medics
98411,Small grain grazing
582,Small grain grazing
35156,Small grain grazing
21634,Weeds
20636,Lucerne/Medics
36128,Planted pastures (perennial)
23622,Planted pastures (perennial)
26376,Small grain grazing
28533,Wine grapes
82471,Wheat
111469,Wine grapes
22109,Wine grapes
59522,Wheat
14298,Lucerne/Medics
10417,Wheat
38282,Planted pastures (perennial)
3703,Planted pastures (perennial)
30903,Planted pastures (perennial)
74658,Planted pastures (perennial)
8598,Planted pastures (perennial)
8001,Planted pastures (perennial)
16093,Planted pastures (perennial)
93611,Planted pastures (perennial)
44908,Wheat
106472,Wine grapes
22859,Wine grapes
91232,Wine grapes
71691,Wine grapes
92406,Wine grapes
34287,Wheat
94561,Wheat
92970,Lucerne/Medics
75168,Wine grapes
88637,Wine grapes
103233,Planted pastures (perennial)
90586,Planted pastures (perennial)
90017,Planted pastures (perennial)
36596,Wheat
71371,Wheat
67305,Lucerne/Medics
9709,Wine grapes
61111,Planted pastures (perennial)
84717,Small grain grazing
62151,Planted pastures (perennial)
118253,Planted pastures (perennial)
16674,Planted pastures (perennial)
75667,Planted pastures (perennial)
53791,Planted pastures (perennial)
71842,Planted pastures (perennial)
100185,Lucerne/Medics
37504,Lucerne/Medics
574,Lucerne/Medics
104809,Lucerne/Medics
35616,Lucerne/Medics
23832,Lucerne/Medics
80261,Planted pastures (perennial)
110553,Planted pastures (perennial)
40093,Planted pastures (perennial)
4528,Rooibos
99279,Weeds
102869,Rooibos
2568,Small grain grazing
36911,Fallow
71466,Fallow
109459,Small grain grazing
13463,Fallow
110844,Weeds
86230,Small grain grazing
47042,Fallow
39385,Fallow
40738,Fallow
114939,Fallow
11658,Weeds
20133,Rooibos
9378,Weeds
3585,Weeds
101661,Weeds
21253,Rooibos
25892,Planted pastures (perennial)
27850,Weeds
32224,Small grain grazing
69290,Small grain grazing
7242,Small grain grazing
54472,Weeds
113985,Fallow
11631,Rooibos
19895,Rooibos
75179,Wine grapes
2165,Fallow
119212,Rooibos
90248,Fallow
5590,Rooibos
19266,Fallow
44157,Fallow
43041,Fallow
120852,Fallow
4036,Fallow
10689,Fallow
53128,Weeds
20950,Fallow
88482,Lucerne/Medics
86582,Fallow
88666,Lucerne/Medics
23517,Weeds
31695,Fallow
23062,Weeds
14260,Planted pastures (perennial)
41330,Weeds
41633,Planted pastures (perennial)
93957,Weeds
90286,Rooibos
41493,Weeds
45278,Rooibos
41626,Weeds
7103,Rooibos
66940,Rooibos
1541,Weeds
101402,Rooibos
21014,Rooibos
7901,Rooibos
47648,Rooibos
75845,Weeds
50250,Fallow
105622,Planted pastures (perennial)
51987,Fallow
118251,Wheat
119022,Rooibos
87201,Rooibos
3179,Rooibos
37366,Rooibos
84085,Rooibos
4869,Fallow
30546,Small grain grazing
24789,Rooibos
120428,Rooibos
75186,Rooibos
28170,Rooibos
40718,Weeds
38236,Rooibos
61216,Rooibos
32631,Weeds
110143,Wheat
66136,Planted pastures (perennial)
72513,Fallow
9752,Fallow
71087,Weeds
118231,Weeds
71150,Rooibos
94540,Small grain grazing
43656,Weeds
55394,Rooibos
94485,Rooibos
65540,Rooibos
84792,Rooibos
70181,Fallow
22885,Rooibos
28905,Rooibos
75857,Fallow
50362,Weeds
60506,Weeds
77833,Weeds
10044,Weeds
21015,Weeds
111761,Wine grapes
25034,Wine grapes
33839,Wine grapes
68704,Wine grapes
106066,Wine grapes
41734,Wine grapes
84052,Wine grapes
52395,Wine grapes
106570,Wine grapes
107464,Wine grapes
35002,Wine grapes
96270,Wine grapes
32667,Wine grapes
38502,Wine grapes
44981,Wine grapes
91636,Wine grapes
87558,Wine grapes
38252,Wine grapes
6865,Wine grapes
68019,Wine grapes
61055,Wine grapes
46277,Wine grapes
84764,Wine grapes
44471,Wine grapes
102329,Wine grapes
112688,Wine grapes
49927,Wine grapes
92002,Wine grapes
2099,Wine grapes
19511,Wine grapes
15866,Wine grapes
73325,Wine grapes
83889,Wine grapes
59725,Weeds
37791,Wine grapes
84473,Wine grapes
75193,Wine grapes
59932,Wine grapes
48621,Wine grapes
109906,Wine grapes
112323,Wine grapes
94805,Wine grapes
58904,Wine grapes
68244,Wine grapes
51867,Weeds
66648,Weeds
15330,Wine grapes
82139,Wine grapes
58384,Weeds
67229,Wine grapes
40578,Rooibos
113863,Rooibos
114099,Fallow
24746,Rooibos
32535,Rooibos
46368,Rooibos
85047,Rooibos
117574,Rooibos
99987,Rooibos
39798,Fallow
74851,Weeds
65755,Weeds
40421,Rooibos
104205,Rooibos
19354,Rooibos
56563,Rooibos
104102,Rooibos
28721,Fallow
41412,Fallow
47775,Fallow
46977,Fallow
63466,Lucerne/Medics
102879,Lucerne/Medics
87389,Fallow
47128,Fallow
44436,Small grain grazing
10965,Wheat
120758,Planted pastures (perennial)
17150,Wheat
33216,Wheat
32873,Wheat
72517,Wheat
98894,Wheat
8039,Wheat
11340,Wheat
28942,Wheat
88520,Planted pastures (perennial)
97911,Small grain grazing
15387,Planted pastures (perennial)
86138,Lucerne/Medics
60043,Small grain grazing
89445,Wheat
61526,Small grain grazing
76166,Small grain grazing
114126,Wheat
51341,Wheat
111318,Wheat
96769,Lucerne/Medics
97752,Fallow
19272,Small grain grazing
111772,Lucerne/Medics
11821,Fallow
113296,Wheat
55957,Small grain grazing
71871,Lucerne/Medics
50954,Lucerne/Medics
74664,Lucerne/Medics
46147,Wheat
47956,Planted pastures (perennial)
115285,Planted pastures (perennial)
31674,Lucerne/Medics
37656,Small grain grazing
49315,Small grain grazing
10749,Small grain grazing
75239,Small grain grazing
24536,Wheat
18714,Wheat
117877,Wheat
80016,Lucerne/Medics
98558,Planted pastures (perennial)
5344,Lucerne/Medics
39727,Lucerne/Medics
91106,Planted pastures (perennial)
26740,Fallow
94025,Fallow
34907,Small grain grazing
113654,Wheat
75645,Planted pastures (perennial)
58232,Planted pastures (perennial)
22183,Small grain grazing
80401,Small grain grazing
103614,Canola
52470,Wheat
33739,Canola
81307,Wheat
15078,Wheat
66399,Wheat
8995,Canola
14935,Canola
47251,Canola
20200,Wheat
18273,Canola
116270,Canola
83967,Lucerne/Medics
45290,Wheat
39317,Canola
46850,Wheat
46815,Wheat
37458,Lucerne/Medics
108454,Wheat
109948,Wheat
14139,Canola
106032,Wheat
8457,Wheat
22043,Canola
91822,Wheat
26332,Wheat
15683,Wheat
6809,Wheat
40866,Wheat
72150,Wheat
59318,Wheat
829,Wheat
20370,Wheat
52914,Wheat
48518,Wheat
101813,Wheat
41699,Wheat
95478,Wheat
116457,Canola
66821,Lucerne/Medics
10967,Canola
24522,Wheat
47058,Wheat
23767,Wine grapes
109132,Lucerne/Medics
87815,Rooibos
16005,Rooibos
51934,Rooibos
108992,Lucerne/Medics
52684,Weeds
36733,Small grain grazing
43445,Planted pastures (perennial)
30427,Rooibos
15522,Weeds
59561,Weeds
28722,Small grain grazing
66968,Small grain grazing
9566,Planted pastures (perennial)
62675,Planted pastures (perennial)
6173,Planted pastures (perennial)
44846,Weeds
42658,Small grain grazing
63179,Wheat
45122,Rooibos
82978,Weeds
48160,Weeds
76815,Weeds
11059,Rooibos
63504,Weeds
42702,Weeds
91677,Lucerne/Medics
122736,Rooibos
33449,Weeds
41918,Small grain grazing
51880,Fallow
105879,Weeds
88099,Rooibos
51798,Fallow
55859,Weeds
25852,Weeds
46554,Rooibos
108362,Weeds
83771,Weeds
70952,Weeds
97206,Planted pastures (perennial)
101215,Planted pastures (perennial)
88360,Small grain grazing
116561,Rooibos
45379,Rooibos
111895,Rooibos
71886,Rooibos
99861,Rooibos
94779,Rooibos
97789,Weeds
90662,Weeds
40885,Rooibos
99909,Rooibos
106023,Rooibos
95115,Fallow
82463,Fallow
19557,Fallow
49888,Fallow
33859,Fallow
59451,Fallow
38686,Fallow
93192,Fallow
119042,Lucerne/Medics
43767,Weeds
118543,Rooibos
10770,Weeds
99338,Weeds
25991,Weeds
118177,Weeds
115844,Rooibos
54459,Fallow
114571,Small grain grazing
42296,Rooibos
112867,Rooibos
35405,Rooibos
88927,Rooibos
104509,Rooibos
82456,Rooibos
3941,Rooibos
96860,Fallow
60485,Small grain grazing
66728,Small grain grazing
35347,Small grain grazing
104703,Weeds
30196,Small grain grazing
84964,Lucerne/Medics
111528,Lucerne/Medics
88823,Fallow
18278,Fallow
10504,Fallow
100546,Fallow
54500,Fallow
34751,Fallow
101833,Lucerne/Medics
60720,Lucerne/Medics
111985,Planted pastures (perennial)
4074,Wine grapes
2721,Wine grapes
74482,Wine grapes
52299,Fallow
14519,Wine grapes
30305,Wine grapes
114444,Wine grapes
27235,Wine grapes
95501,Wine grapes
6035,Wine grapes
6372,Wine grapes
35628,Wine grapes
90607,Wine grapes
12678,Wine grapes
69738,Wine grapes
7546,Wine grapes
61537,Wine grapes
54592,Wine grapes
68841,Wine grapes
650,Wine grapes
120663,Wine grapes
7169,Wine grapes
82810,Wine grapes
66126,Wine grapes
45222,Wine grapes
118836,Wine grapes
117744,Wine grapes
34519,Wine grapes
24637,Fallow
23699,Wine grapes
119254,Fallow
41968,Wine grapes
77521,Wine grapes
107402,Wine grapes
12890,Wine grapes
108279,Wine grapes
7455,Wine grapes
46230,Wine grapes
26225,Wine grapes
102966,Wine grapes
12846,Wine grapes
81452,Wine grapes
90613,Wine grapes
80144,Wine grapes
99970,Wine grapes
59364,Wine grapes
114750,Wine grapes
23481,Wine grapes
24191,Wine grapes
51041,Wine grapes
54484,Wine grapes
107217,Wine grapes
5898,Wine grapes
38285,Wine grapes
98914,Wine grapes
49949,Wine grapes
93213,Wine grapes
28917,Wine grapes
30954,Wine grapes
32431,Wine grapes
68318,Wine grapes
6022,Wine grapes
8563,Planted pastures (perennial)
69332,Wine grapes
33042,Wine grapes
62101,Wine grapes
83864,Weeds
12848,Wine grapes
87701,Weeds
105502,Wine grapes
38004,Wine grapes
91101,Wine grapes
107100,Wine grapes
111145,Wine grapes
34089,Wine grapes
107559,Wine grapes
57435,Wine grapes
40514,Wine grapes
14874,Wine grapes
29070,Wine grapes
11720,Wine grapes
59474,Wine grapes
74551,Wine grapes
39741,Wine grapes
48348,Wine grapes
117048,Wheat
101269,Wine grapes
79071,Wine grapes
11833,Wheat
71114,Planted pastures (perennial)
68579,Wheat
46862,Planted pastures (perennial)
100731,Planted pastures (perennial)
87367,Wheat
75662,Lucerne/Medics
30722,Wheat
24589,Wine grapes
93663,Wine grapes
103977,Planted pastures (perennial)
58418,Wheat
92213,Lucerne/Medics
64331,Wine grapes
104045,Wine grapes
87111,Wine grapes
36712,Lucerne/Medics
6393,Lucerne/Medics
20538,Wheat
104716,Wheat
73631,Fallow
107115,Fallow
66106,Wheat
45307,Wheat
97617,Lucerne/Medics
40597,Wheat
86333,Wheat
60347,Lucerne/Medics
104713,Lucerne/Medics
75141,Wheat
60163,Lucerne/Medics
86,Lucerne/Medics
21485,Wine grapes
70340,Wheat
43023,Wheat
37460,Wine grapes
24831,Planted pastures (perennial)
12667,Lucerne/Medics
61214,Weeds
118019,Weeds
43471,Fallow
49739,Weeds
47037,Weeds
118738,Weeds
117330,Weeds
62173,Weeds
95242,Weeds
37524,Weeds
20013,Weeds
9537,Weeds
5298,Weeds
111416,Weeds
18291,Weeds
88378,Weeds
102359,Weeds
119027,Weeds
2456,Planted pastures (perennial)
60322,Fallow
83382,Fallow
43994,Planted pastures (perennial)
19601,Planted pastures (perennial)
8921,Fallow
87311,Fallow
25391,Planted pastures (perennial)
109969,Planted pastures (perennial)
23660,Planted pastures (perennial)
111333,Planted pastures (perennial)
12799,Planted pastures (perennial)
72692,Fallow
51875,Fallow
40603,Fallow
10699,Fallow
54435,Fallow
74014,Fallow
67933,Fallow
105272,Fallow
37975,Planted pastures (perennial)
102691,Planted pastures (perennial)
12248,Planted pastures (perennial)
94802,Planted pastures (perennial)
34416,Planted pastures (perennial)
47310,Planted pastures (perennial)
31453,Planted pastures (perennial)
12956,Planted pastures (perennial)
57265,Planted pastures (perennial)
62176,Planted pastures (perennial)
82145,Planted pastures (perennial)
93331,Planted pastures (perennial)
19982,Planted pastures (perennial)
65082,Planted pastures (perennial)
41497,Planted pastures (perennial)
58829,Planted pastures (perennial)
73410,Planted pastures (perennial)
3789,Planted pastures (perennial)
114516,Planted pastures (perennial)
73118,Planted pastures (perennial)
70039,Planted pastures (perennial)
61061,Planted pastures (perennial)
8752,Fallow
31315,Fallow
3795,Fallow
18677,Weeds
97958,Fallow
72662,Fallow
96892,Fallow
106985,Fallow
117873,Fallow
23867,Fallow
24942,Weeds
10206,Fallow
98060,Fallow
93827,Fallow
54394,Fallow
47076,Fallow
82661,Small grain grazing
85879,Small grain grazing
117816,Fallow
94891,Wine grapes
40142,Wine grapes
52041,Fallow
59494,Fallow
108662,Fallow
34567,Wine grapes
94275,Wine grapes
54150,Weeds
121606,Weeds
78038,Fallow
74911,Fallow
102808,Small grain grazing
90338,Fallow
4530,Planted pastures (perennial)
79674,Small grain grazing
102951,Small grain grazing
107294,Planted pastures (perennial)
87404,Planted pastures (perennial)
18877,Weeds
91311,Fallow
101830,Wheat
49020,Small grain grazing
37314,Planted pastures (perennial)
115723,Planted pastures (perennial)
28620,Planted pastures (perennial)
100156,Planted pastures (perennial)
69924,Planted pastures (perennial)
109514,Planted pastures (perennial)
21620,Planted pastures (perennial)
53375,Planted pastures (perennial)
72043,Planted pastures (perennial)
27629,Planted pastures (perennial)
31648,Planted pastures (perennial)
59681,Planted pastures (perennial)
8876,Weeds
98454,Weeds
54279,Weeds
56614,Fallow
19812,Rooibos
56706,Fallow
27852,Weeds
99320,Planted pastures (perennial)
109401,Planted pastures (perennial)
37342,Small grain grazing
8122,Planted pastures (perennial)
67581,Small grain grazing
94023,Small grain grazing
110805,Rooibos
115309,Weeds
109748,Weeds
19796,Weeds
40143,Weeds
32126,Weeds
31214,Small grain grazing
35195,Small grain grazing
118778,Weeds
12370,Lucerne/Medics
6053,Fallow
100555,Fallow
67706,Fallow
23023,Fallow
121486,Fallow
107712,Small grain grazing
46250,Fallow
3830,Weeds
76675,Fallow
17432,Rooibos
38027,Small grain grazing
52044,Fallow
101916,Fallow
112135,Rooibos
111632,Rooibos
30370,Rooibos
67838,Rooibos
35921,Weeds
89085,Fallow
54980,Rooibos
83038,Weeds
115187,Fallow
49783,Rooibos
72290,Rooibos
68970,Rooibos
61486,Fallow
104346,Weeds
52665,Weeds
110756,Weeds
17451,Rooibos
14618,Weeds
100291,Rooibos
17300,Rooibos
57459,Rooibos
21970,Weeds
42642,Wine grapes
73294,Wine grapes
97427,Wine grapes
72412,Wine grapes
58219,Wine grapes
86546,Planted pastures (perennial)
93053,Planted pastures (perennial)
114996,Wine grapes
40950,Wine grapes
116623,Wine grapes
72829,Wine grapes
75553,Wine grapes
115668,Wine grapes
1172,Wine grapes
107224,Wine grapes
40574,Wine grapes
36971,Wine grapes
73837,Wine grapes
102228,Wine grapes
68814,Wine grapes
48524,Wine grapes
88075,Wine grapes
14089,Wine grapes
102624,Wine grapes
2225,Wine grapes
14146,Wine grapes
7104,Wine grapes
34095,Wine grapes
60779,Fallow
102960,Fallow
50856,Wine grapes
117656,Wine grapes
3260,Wine grapes
9019,Wine grapes
62436,Wine grapes
43605,Wine grapes
120624,Wine grapes
71291,Wine grapes
107211,Wine grapes
39422,Wine grapes
60032,Wine grapes
13926,Wine grapes
115982,Wine grapes
109561,Wine grapes
116467,Wine grapes
10068,Wine grapes
14678,Wine grapes
4602,Wine grapes
57902,Wine grapes
44571,Wine grapes
57960,Wine grapes
95055,Wine grapes
85739,Wine grapes
116273,Wine grapes
66176,Weeds
111556,Wine grapes
35214,Wine grapes
1791,Wine grapes
30344,Wine grapes
55061,Wine grapes
113858,Wine grapes
92055,Wine grapes
67718,Planted pastures (perennial)
37522,Planted pastures (perennial)
120290,Wine grapes
118780,Planted pastures (perennial)
80510,Planted pastures (perennial)
79426,Fallow
33971,Wine grapes
26174,Weeds
117242,Planted pastures (perennial)
80303,Planted pastures (perennial)
17272,Planted pastures (perennial)
62935,Fallow
104663,Fallow
91648,Planted pastures (perennial)
20725,Planted pastures (perennial)
82222,Fallow
105588,Fallow
94276,Fallow
105165,Fallow
96172,Fallow
29998,Fallow
79825,Fallow
19749,Wine grapes
69126,Wine grapes
32424,Wine grapes
83040,Wine grapes
104936,Wine grapes
50889,Planted pastures (perennial)
40666,Planted pastures (perennial)
4916,Planted pastures (perennial)
84073,Planted pastures (perennial)
72991,Planted pastures (perennial)
38356,Wine grapes
11069,Wine grapes
119488,Wine grapes
66445,Fallow
75129,Weeds
79074,Planted pastures (perennial)
52840,Planted pastures (perennial)
58587,Wine grapes
91168,Wine grapes
7446,Fallow
22306,Fallow
49011,Wine grapes
19259,Fallow
44403,Wine grapes
13367,Fallow
62596,Weeds
100114,Planted pastures (perennial)
65009,Planted pastures (perennial)
24236,Weeds
23762,Wine grapes
93503,Wine grapes
86463,Wine grapes
56831,Wine grapes
23771,Wine grapes
34281,Wine grapes
11905,Wine grapes
66771,Weeds
40462,Weeds
33230,Weeds
87479,Weeds
14846,Planted pastures (perennial)
24529,Planted pastures (perennial)
14764,Planted pastures (perennial)
61571,Lucerne/Medics
79341,Wine grapes
38605,Planted pastures (perennial)
37725,Planted pastures (perennial)
95000,Small grain grazing
54651,Small grain grazing
118656,Small grain grazing
76507,Small grain grazing
4867,Small grain grazing
44860,Small grain grazing
92627,Small grain grazing
60684,Small grain grazing
13451,Wine grapes
10182,Wine grapes
18257,Wine grapes
77276,Wine grapes
115579,Wine grapes
23112,Wine grapes
119126,Wine grapes
75593,Wine grapes
2233,Wine grapes
85610,Wine grapes
12022,Wine grapes
24246,Wine grapes
12967,Wine grapes
88853,Wine grapes
116862,Wine grapes
16620,Wine grapes
13522,Wine grapes
116951,Wine grapes
57146,Planted pastures (perennial)
39742,Wine grapes
87519,Wine grapes
47327,Wine grapes
4146,Wine grapes
40753,Wine grapes
96150,Wine grapes
7807,Wine grapes
53307,Wine grapes
51235,Planted pastures (perennial)
114448,Small grain grazing
38139,Planted pastures (perennial)
98706,Small grain grazing
9889,Planted pastures (perennial)
95627,Planted pastures (perennial)
62004,Planted pastures (perennial)
20568,Planted pastures (perennial)
99030,Planted pastures (perennial)
45739,Planted pastures (perennial)
31276,Planted pastures (perennial)
60140,Planted pastures (perennial)
80737,Wine grapes
87964,Wine grapes
70183,Wine grapes
96940,Weeds
100315,Wine grapes
113197,Planted pastures (perennial)
30643,Small grain grazing
98161,Fallow
52510,Planted pastures (perennial)
87748,Small grain grazing
65180,Weeds
44659,Fallow
59240,Fallow
93268,Fallow
54364,Weeds
28672,Fallow
105807,Fallow
23284,Weeds
13882,Weeds
6741,Fallow
16412,Fallow
1016,Fallow
106940,Fallow
40653,Fallow
64184,Fallow
70949,Small grain grazing
7953,Fallow
59527,Fallow
67767,Fallow
20967,Small grain grazing
106120,Small grain grazing
45397,Small grain grazing
90675,Small grain grazing
79031,Small grain grazing
53184,Small grain grazing
55992,Small grain grazing
33016,Lucerne/Medics
32251,Small grain grazing
56323,Small grain grazing
53331,Small grain grazing
84824,Small grain grazing
13336,Small grain grazing
23173,Small grain grazing
1033,Small grain grazing
26442,Small grain grazing
46994,Small grain grazing
74786,Small grain grazing
6217,Small grain grazing
72997,Small grain grazing
87225,Small grain grazing
45363,Lucerne/Medics
113846,Lucerne/Medics
20764,Planted pastures (perennial)
77751,Planted pastures (perennial)
52843,Small grain grazing
53695,Planted pastures (perennial)
70324,Planted pastures (perennial)
58729,Small grain grazing
39647,Small grain grazing
117168,Planted pastures (perennial)
18315,Lucerne/Medics
38696,Lucerne/Medics
22236,Small grain grazing
21162,Small grain grazing
3621,Small grain grazing
110433,Small grain grazing
32823,Small grain grazing
46302,Small grain grazing
62682,Small grain grazing
83748,Small grain grazing
78374,Small grain grazing
10046,Small grain grazing
111992,Small grain grazing
23065,Lucerne/Medics
45633,Small grain grazing
79543,Lucerne/Medics
9982,Small grain grazing
94259,Small grain grazing
108213,Small grain grazing
102282,Lucerne/Medics
21384,Planted pastures (perennial)
83908,Planted pastures (perennial)
117016,Small grain grazing
71984,Small grain grazing
5949,Rooibos
28863,Small grain grazing
61516,Small grain grazing
47139,Small grain grazing
47275,Lucerne/Medics
40649,Wheat
56166,Rooibos
8164,Rooibos
75844,Rooibos
98629,Small grain grazing
78314,Small grain grazing
4727,Small grain grazing
40305,Lucerne/Medics
51827,Small grain grazing
